0.76111,0.782,0.79292,0.78635,0.77132,0.75658,0.74527,0.73849
0.71685,0.744,0.76435,0.77506,0.77403,0.76565,0.75501,0.74513
0.65355,0.69653,0.72785,0.74964,0.76195,0.76482,0.76065,0.75266
0.60968,0.65169,0.68858,0.71802,0.73957,0.7531,0.75865,0.75724
0.7099,0.68779,0.68882,0.70206,0.71956,0.73618,0.74891,0.75588
0.86613,0.76864,0.73123,0.71792,0.71822,0.7262,0.73749,0.74869
0.85543,0.82601,0.77817,0.74917,0.73432,0.72971,0.73248,0.74028
0.80194,0.81796,0.8027,0.77639,0.75562,0.74237,0.73615,0.73625
